evaluation,entry,valid,reason,cost,best_cost,tt,tb,TBase,Base,LToe,StemDB,StemSP,ToeDB,ToeSP,HeelDB,HeelSP
1,initial,True,PASS_IMPLEMENTED_PROJECT_CHECKS,21582.5343600000,21582.5343600000,0.6000000000,0.6000000000,0.7500000000,3.5000000000,1.0000000000,104,110,104,110,104,110
2,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,18155.8912200000,18155.8912200000,0.5500000000,0.5500000000,0.5500000000,3.5000000000,0.8000000000,104,110,102,110,104,112
3,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14990.0670700000,14990.0670700000,0.5250000000,0.6000000000,0.6000000000,3.0000000000,0.7000000000,104,112,103,112,103,111
4,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15046.4108750000,14990.0670700000,0.4750000000,0.6000000000,0.3500000000,3.5000000000,0.9000000000,103,110,103,113,102,111
5,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,14990.0670700000,0.5750000000,0.6000000000,0.7500000000,3.5000000000,0.5000000000,104,113,102,113,102,110
6,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16348.2309400000,14990.0670700000,0.5500000000,0.6000000000,0.3500000000,3.0000000000,0.7000000000,104,110,103,112,103,111
7,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16317.9797050000,14990.0670700000,0.5750000000,0.6000000000,0.6500000000,3.5000000000,0.8000000000,102,111,104,112,104,111
8,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,14990.0670700000,0.5000000000,0.6000000000,0.4000000000,2.5000000000,0.7000000000,104,113,102,113,101,111
9,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,14990.0670700000,0.4750000000,0.6000000000,0.7500000000,3.0000000000,0.7000000000,104,111,102,113,102,113
10,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,13766.7387500000,13766.7387500000,0.4750000000,0.5000000000,0.5000000000,3.5000000000,0.5000000000,102,111,103,111,102,110
11,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,18336.3788800000,13766.7387500000,0.5000000000,0.5000000000,0.5000000000,3.5000000000,0.7000000000,104,110,102,113,104,110
12,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,13933.9681550000,13766.7387500000,0.5250000000,0.5500000000,0.5500000000,3.0000000000,0.7000000000,101,110,104,110,104,112
13,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13766.7387500000,0.4250000000,0.6000000000,0.5500000000,3.5000000000,0.5000000000,100,110,103,110,103,111
14,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14006.3935000000,13766.7387500000,0.5000000000,0.6000000000,0.5000000000,3.5000000000,0.5000000000,103,113,103,110,102,111
15,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13766.7387500000,0.4750000000,0.5000000000,0.7000000000,3.5000000000,0.6000000000,101,113,104,110,100,110
16,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,12919.3807900000,12919.3807900000,0.5250000000,0.5500000000,0.3000000000,3.0000000000,0.7000000000,102,110,103,110,101,110
17,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5500000000,0.5500000000,0.3000000000,3.0000000000,0.5000000000,104,110,104,110,100,111
18,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14824.8686800000,12919.3807900000,0.5500000000,0.5500000000,0.5000000000,3.5000000000,0.5000000000,102,110,104,112,101,110
19,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5250000000,0.6000000000,0.4500000000,2.5000000000,0.8000000000,102,111,103,110,100,112
20,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,12919.3807900000,0.5250000000,0.6000000000,0.3000000000,2.5000000000,0.5000000000,103,110,101,110,103,112
21,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.4750000000,0.6000000000,0.4000000000,3.5000000000,0.8000000000,100,111,103,110,101,111
22,neighbor,False,MEMBER_FLEXURE,999999999.0000000000,12919.3807900000,0.5750000000,0.6000000000,0.3000000000,3.5000000000,0.7000000000,103,112,103,110,102,112
23,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5250000000,0.6000000000,0.5000000000,2.5000000000,0.8000000000,101,112,103,110,100,110
24,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5250000000,0.5500000000,0.3000000000,2.5000000000,0.6000000000,102,112,101,110,100,111
25,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5500000000,0.5500000000,0.5000000000,3.0000000000,0.6000000000,100,111,101,110,102,110
26,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5500000000,0.5500000000,0.3000000000,2.5000000000,0.6000000000,102,112,104,110,101,111
27,neighbor,False,MEMBER_FLEXURE,999999999.0000000000,12919.3807900000,0.5750000000,0.6000000000,0.3500000000,3.0000000000,0.5000000000,102,110,104,112,100,111
28,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16858.6364200000,12919.3807900000,0.5500000000,0.5500000000,0.5000000000,3.5000000000,0.9000000000,103,110,104,110,101,110
29,neighbor,False,MEMBER_FLEXURE,999999999.0000000000,12919.3807900000,0.5250000000,0.6000000000,0.3000000000,3.5000000000,0.5000000000,103,110,101,112,100,110
30,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,12919.3807900000,0.5000000000,0.5000000000,0.3000000000,2.5000000000,0.7000000000,104,111,104,110,100,110
31,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14948.4410700000,12919.3807900000,0.5750000000,0.6000000000,0.3000000000,3.0000000000,0.8000000000,103,110,101,111,102,110
32,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15463.7987500000,12919.3807900000,0.5750000000,0.6000000000,0.3000000000,3.5000000000,0.7000000000,103,110,102,110,102,111
33,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5500000000,0.5500000000,0.3000000000,3.5000000000,0.6000000000,102,110,104,110,101,110
34,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14007.5412000000,12919.3807900000,0.5000000000,0.6000000000,0.4000000000,3.5000000000,0.6000000000,102,110,101,110,101,110
35,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5250000000,0.5500000000,0.5500000000,3.5000000000,0.6000000000,100,112,102,111,102,112
36,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5000000000,0.5000000000,0.3000000000,3.0000000000,0.6000000000,101,110,104,110,102,110
37,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.4750000000,0.5500000000,0.3000000000,2.5000000000,0.9000000000,100,111,103,111,103,111
38,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14065.3523100000,12919.3807900000,0.5500000000,0.5500000000,0.5000000000,3.0000000000,0.8000000000,103,111,103,112,101,110
39,neighbor,False,MEMBER_FLEXURE,999999999.0000000000,12919.3807900000,0.5750000000,0.6000000000,0.3000000000,3.0000000000,0.5000000000,104,111,101,111,101,110
40,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5000000000,0.5000000000,0.3500000000,3.5000000000,0.8000000000,100,110,102,110,102,110
41,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.4750000000,0.5500000000,0.4000000000,3.5000000000,0.9000000000,100,110,104,112,100,110
42,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,12919.3807900000,0.5250000000,0.5500000000,0.5000000000,2.5000000000,0.5000000000,101,110,103,111,101,111
43,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.4750000000,0.5500000000,0.4500000000,3.0000000000,0.8000000000,102,110,101,110,100,111
44,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,13408.6928900000,12919.3807900000,0.5750000000,0.6000000000,0.3000000000,3.0000000000,0.9000000000,102,110,101,111,103,111
45,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14881.0565200000,12919.3807900000,0.5000000000,0.5000000000,0.3000000000,3.0000000000,0.6000000000,103,110,104,111,103,110
46,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,12919.3807900000,0.4750000000,0.6000000000,0.4000000000,2.5000000000,0.9000000000,101,110,104,111,101,110
47,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5000000000,0.5000000000,0.4000000000,2.5000000000,0.8000000000,100,112,101,111,100,111
48,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.4750000000,0.6000000000,0.3000000000,3.0000000000,0.7000000000,100,110,101,110,101,110
49,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5000000000,0.5500000000,0.5000000000,3.0000000000,0.8000000000,100,112,102,110,101,110
50,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15021.6913600000,12919.3807900000,0.5000000000,0.5500000000,0.5000000000,3.0000000000,0.5000000000,103,110,101,111,101,110
51,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.5000000000,0.5500000000,0.3000000000,3.5000000000,0.7000000000,102,110,104,110,101,112
52,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12919.3807900000,0.4750000000,0.6000000000,0.5500000000,3.5000000000,0.6000000000,102,110,104,110,101,112
