evaluation,entry,valid,reason,cost,best_cost,tt,tb,TBase,Base,LToe,StemDB,StemSP,ToeDB,ToeSP,HeelDB,HeelSP
1,initial,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3500000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,104,110,104,110,104,110
2,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3000000000,0.3000000000,0.4000000000,2.0000000000,0.6000000000,102,113,104,110,104,110
3,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3500000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,104,110,104,110,104,112
4,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5280.8817600000,5280.8817600000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,112,102,113,103,111
5,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,5280.8817600000,0.2500000000,0.2500000000,0.4000000000,2.0000000000,0.6000000000,103,110,102,113,103,111
6,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5311.9785600000,5280.8817600000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,112,102,112,103,111
7,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5289.1742400000,5280.8817600000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,112,101,111,103,111
8,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5737.0422000000,5280.8817600000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,103,113,102,113,103,111
9,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,5280.8817600000,0.3500000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,100,112,102,113,103,111
10,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,5280.8817600000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,100,113,102,113,103,111
11,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5433.9224400000,5280.8817600000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,112,102,113,104,111
12,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5256.0043200000,5256.0043200000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,112,101,112,103,111
13,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5782.5427800000,5256.0043200000,0.3000000000,0.3000000000,0.4000000000,2.0000000000,0.4000000000,102,112,101,112,103,110
14,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5280.8817600000,5256.0043200000,0.3250000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,112,102,113,103,111
15,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,5256.0043200000,0.3500000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,101,113,101,112,103,111
16,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,4553.6022720000,4553.6022720000,0.2500000000,0.2500000000,0.4000000000,1.5000000000,0.6000000000,104,113,102,111,102,113
