evaluation,entry,valid,reason,cost,best_cost,tt,tb,TBase,Base,LToe,StemDB,StemSP,ToeDB,ToeSP,HeelDB,HeelSP
1,initial,True,PASS_IMPLEMENTED_PROJECT_CHECKS,27155.9694000000,27155.9694000000,0.6000000000,0.6000000000,0.7500000000,3.5000000000,1.0000000000,104,110,104,110,104,110
2,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,23168.8800000000,23168.8800000000,0.5000000000,0.5000000000,0.7000000000,3.5000000000,0.8000000000,104,111,104,111,104,110
3,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,24282.0644000000,23168.8800000000,0.4500000000,0.5000000000,0.6000000000,3.5000000000,0.9000000000,104,110,104,111,104,110
4,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,22620.7039450000,22620.7039450000,0.5250000000,0.5500000000,0.4500000000,3.5000000000,0.9000000000,104,110,104,111,104,112
5,neighbor,False,STEM_STRESS_OR_INTERVAL_BOUND,999999999.0000000000,22620.7039450000,0.4500000000,0.4500000000,0.3000000000,3.5000000000,0.8000000000,102,112,104,113,104,112
6,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,20383.2480400000,20383.2480400000,0.4500000000,0.4500000000,0.7000000000,3.5000000000,0.9000000000,103,111,104,111,102,110
7,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,21774.3094650000,20383.2480400000,0.4250000000,0.5000000000,0.7500000000,3.5000000000,1.0000000000,104,112,104,111,104,110
8,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,20383.2480400000,0.4000000000,0.4000000000,0.7500000000,3.5000000000,0.8000000000,102,113,102,110,100,110
9,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,20526.9215700000,20383.2480400000,0.4500000000,0.4500000000,0.7500000000,3.0000000000,1.0000000000,103,110,102,111,103,111
10,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16173.2364760000,16173.2364760000,0.3500000000,0.3500000000,0.7500000000,3.0000000000,0.9000000000,101,110,104,111,102,110
11,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,21381.0260420000,16173.2364760000,0.3000000000,0.3000000000,0.7000000000,3.5000000000,0.8000000000,103,110,104,113,104,110
12,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.3500000000,0.3500000000,0.7000000000,2.5000000000,1.0000000000,103,110,104,112,104,110
13,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.4000000000,0.4000000000,0.5000000000,2.5000000000,0.9000000000,102,110,104,112,102,110
14,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.3000000000,0.4000000000,0.7500000000,3.5000000000,0.9000000000,100,111,104,110,102,110
15,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.2500000000,0.2500000000,0.6500000000,3.5000000000,0.9000000000,103,110,102,111,100,111
16,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.3750000000,0.4000000000,0.7500000000,3.0000000000,1.0000000000,100,112,104,110,101,111
17,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.3500000000,0.4000000000,0.7500000000,3.5000000000,0.7000000000,100,112,103,111,102,111
18,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.3250000000,0.3500000000,0.7000000000,2.5000000000,0.8000000000,102,110,102,113,101,111
19,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.3000000000,0.4000000000,0.7500000000,3.0000000000,0.7000000000,100,111,102,112,103,111
20,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.3500000000,0.3500000000,0.7500000000,2.5000000000,1.0000000000,102,110,104,111,103,110
21,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.2500000000,0.2500000000,0.7500000000,3.5000000000,0.7000000000,100,111,104,110,100,110
22,reset,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.2500000000,0.2500000000,0.5000000000,2.5000000000,0.9000000000,101,110,104,111,102,110
23,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.2750000000,0.3500000000,0.3000000000,2.5000000000,1.0000000000,101,110,104,112,103,110
24,neighbor,False,STEM_STRESS_OR_INTERVAL_BOUND,999999999.0000000000,16173.2364760000,0.2000000000,0.2000000000,0.4000000000,3.0000000000,1.0000000000,102,110,103,111,104,111
25,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.2000000000,0.2500000000,0.3000000000,2.5000000000,1.0000000000,102,110,102,110,100,112
26,neighbor,False,STEM_STRESS_OR_INTERVAL_BOUND,999999999.0000000000,16173.2364760000,0.2000000000,0.2000000000,0.5500000000,3.0000000000,1.0000000000,100,110,103,110,100,110
27,neighbor,False,STEM_STRESS_OR_INTERVAL_BOUND,999999999.0000000000,16173.2364760000,0.2000000000,0.2000000000,0.5500000000,3.0000000000,0.7000000000,102,112,103,110,101,110
28,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.3000000000,0.3500000000,0.4500000000,2.5000000000,1.0000000000,102,110,104,113,104,110
29,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.3000000000,0.3500000000,0.7500000000,2.5000000000,1.0000000000,101,112,104,112,100,110
30,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.2750000000,0.3500000000,0.3500000000,2.5000000000,0.7000000000,100,110,104,110,103,110
31,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.2000000000,0.2000000000,0.7500000000,2.5000000000,1.0000000000,100,112,102,110,104,110
32,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.2750000000,0.3500000000,0.3500000000,2.5000000000,1.0000000000,100,110,102,110,100,110
33,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,16173.2364760000,0.2000000000,0.3000000000,0.4500000000,2.5000000000,0.8000000000,101,110,104,113,103,111
34,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16173.2364760000,0.2000000000,0.2000000000,0.6000000000,3.0000000000,1.0000000000,100,110,104,111,100,110
