option,tt,tb,TBase,Base,toe,heel,DB,spacing,stem_height,d,Mstem,Mtoe,Mheel,FSot,FSsl,FSbc,known_checks_only,complete_WSD
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,16,0.1500000000,4.4000000000,0.5170000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,16,0.2000000000,4.4000000000,0.5170000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,False,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,16,0.2500000000,4.4000000000,0.5170000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,False,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,20,0.1000000000,4.4000000000,0.5150000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,20,0.1500000000,4.4000000000,0.5150000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,20,0.2000000000,4.4000000000,0.5150000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,20,0.2500000000,4.4000000000,0.5150000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,25,0.1000000000,4.4000000000,0.5125000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,25,0.1500000000,4.4000000000,0.5125000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,25,0.2000000000,4.4000000000,0.5125000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,25,0.2500000000,4.4000000000,0.5125000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,28,0.1000000000,4.4000000000,0.5110000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,28,0.1500000000,4.4000000000,0.5110000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,28,0.2000000000,4.4000000000,0.5110000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
6,0.2500000000,0.6000000000,0.6000000000,3.5000000000,0.6000000000,2.3000000000,28,0.2500000000,4.4000000000,0.5110000000,8.5184000000,1.4775993999,7.6602890203,4.4972698926,2.2734218182,1.8074034400,True,UNVERIFIED
