evaluation,entry,valid,reason,cost,best_cost,tt,tb,TBase,Base,LToe,StemDB,StemSP,ToeDB,ToeSP,HeelDB,HeelSP
1,initial,True,PASS_IMPLEMENTED_PROJECT_CHECKS,21582.5343600000,21582.5343600000,0.6000000000,0.6000000000,0.7500000000,3.5000000000,1.0000000000,104,110,104,110,104,110
2,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16296.8212200000,16296.8212200000,0.5500000000,0.5500000000,0.7500000000,3.0000000000,0.9000000000,104,112,104,110,103,111
3,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,16296.8212200000,0.5000000000,0.5000000000,0.7500000000,3.5000000000,1.0000000000,103,110,104,110,101,113
4,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15683.0172800000,15683.0172800000,0.5500000000,0.5500000000,0.7500000000,3.0000000000,0.8000000000,104,112,103,110,103,113
5,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,15683.0172800000,0.5250000000,0.6000000000,0.5500000000,2.5000000000,0.6000000000,103,113,102,111,101,112
6,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,15683.0172800000,0.5000000000,0.5000000000,0.7500000000,2.5000000000,0.7000000000,104,110,103,110,101,112
7,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16944.2389200000,15683.0172800000,0.5500000000,0.5500000000,0.6000000000,3.5000000000,1.0000000000,104,111,104,110,103,113
8,neighbor,False,INVALID_GEOMETRY_OR_INPUT,999999999.0000000000,15683.0172800000,0.5250000000,0.5500000000,0.6500000000,2.5000000000,1.0000000000,104,110,104,110,103,112
9,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,15683.0172800000,0.6000000000,0.6000000000,0.7500000000,2.5000000000,0.7000000000,104,113,103,112,102,113
10,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16833.7360400000,15683.0172800000,0.5000000000,0.5000000000,0.7500000000,3.5000000000,0.6000000000,104,111,102,110,103,113
11,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14268.8837400000,14268.8837400000,0.5500000000,0.5500000000,0.5500000000,3.0000000000,1.0000000000,104,113,104,111,104,112
12,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14141.2219320000,14141.2219320000,0.4500000000,0.4500000000,0.6500000000,3.0000000000,1.0000000000,104,113,104,110,104,112
13,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15126.8217600000,14141.2219320000,0.4000000000,0.4000000000,0.7500000000,3.5000000000,0.8000000000,104,112,104,111,103,113
14,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,16287.7393440000,14141.2219320000,0.4000000000,0.4000000000,0.7500000000,3.5000000000,0.8000000000,104,113,103,111,104,110
15,neighbor,False,STEM_STRESS_OR_INTERVAL_BOUND,999999999.0000000000,14141.2219320000,0.3500000000,0.3500000000,0.7500000000,3.0000000000,1.0000000000,102,112,103,110,104,112
16,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15406.4963270000,14141.2219320000,0.4750000000,0.5000000000,0.6500000000,3.5000000000,1.0000000000,104,113,103,112,104,111
17,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,13265.5724640000,13265.5724640000,0.4750000000,0.5500000000,0.5000000000,3.0000000000,0.8000000000,104,113,103,112,104,112
18,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,15199.2575000000,13265.5724640000,0.4750000000,0.5000000000,0.7000000000,3.5000000000,0.6000000000,103,112,103,110,103,113
19,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13265.5724640000,0.4750000000,0.5000000000,0.6500000000,3.0000000000,0.9000000000,102,113,104,113,104,111
20,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13265.5724640000,0.4250000000,0.5500000000,0.4500000000,3.0000000000,0.7000000000,102,112,104,112,104,113
21,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13265.5724640000,0.4500000000,0.6000000000,0.7000000000,3.5000000000,1.0000000000,102,113,104,113,104,113
22,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14279.0903800000,13265.5724640000,0.4500000000,0.6000000000,0.5000000000,3.5000000000,0.6000000000,104,112,102,113,103,113
23,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14332.8151620000,13265.5724640000,0.4500000000,0.6000000000,0.4500000000,3.5000000000,0.6000000000,103,113,104,113,103,110
24,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13265.5724640000,0.5000000000,0.6000000000,0.7500000000,3.0000000000,0.9000000000,104,113,102,113,104,113
25,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13265.5724640000,0.4500000000,0.4500000000,0.6500000000,3.5000000000,0.8000000000,104,113,104,113,102,113
26,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,13265.5724640000,0.4500000000,0.5500000000,0.6500000000,2.5000000000,0.6000000000,104,112,102,113,104,112
27,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,12303.7002200000,12303.7002200000,0.4750000000,0.5500000000,0.3000000000,3.5000000000,0.8000000000,103,113,103,112,104,112
28,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,12303.7002200000,0.5000000000,0.5000000000,0.3000000000,3.5000000000,0.9000000000,101,113,101,113,104,111
29,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,12725.8254600000,12303.7002200000,0.5000000000,0.5500000000,0.3000000000,3.5000000000,0.9000000000,103,113,104,111,102,110
30,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,11720.2277500000,11720.2277500000,0.4250000000,0.5000000000,0.3000000000,3.5000000000,0.6000000000,103,113,103,113,102,110
31,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,11720.2277500000,0.4250000000,0.5000000000,0.3000000000,3.5000000000,0.8000000000,104,113,101,111,104,110
32,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,11720.2277500000,0.4000000000,0.4000000000,0.3000000000,3.5000000000,0.5000000000,104,111,104,113,104,110
33,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,13312.8590000000,11720.2277500000,0.3750000000,0.5500000000,0.3000000000,3.5000000000,0.7000000000,104,111,104,113,103,112
34,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11720.2277500000,0.4500000000,0.4500000000,0.3000000000,3.0000000000,0.5000000000,101,113,103,113,100,111
35,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11720.2277500000,0.4000000000,0.4000000000,0.5000000000,3.0000000000,0.6000000000,101,113,104,111,101,110
36,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,11588.8553080000,11588.8553080000,0.4250000000,0.5000000000,0.4000000000,3.0000000000,0.6000000000,103,113,101,113,103,111
37,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.3750000000,0.5000000000,0.4000000000,2.5000000000,0.7000000000,103,113,100,113,103,112
38,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4500000000,0.6000000000,0.3000000000,3.5000000000,0.5000000000,104,113,100,113,101,110
39,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4000000000,0.4500000000,0.3500000000,2.5000000000,0.8000000000,102,113,102,113,101,113
40,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4000000000,0.4000000000,0.4500000000,3.0000000000,0.7000000000,101,112,101,112,104,112
41,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.3750000000,0.5000000000,0.4000000000,2.5000000000,0.6000000000,101,112,103,113,104,113
42,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,14202.5638750000,11588.8553080000,0.3750000000,0.5500000000,0.6500000000,3.5000000000,0.8000000000,102,111,103,112,103,112
43,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4500000000,0.5500000000,0.3000000000,3.0000000000,0.7000000000,104,112,100,113,101,111
44,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.3750000000,0.6000000000,0.3000000000,3.5000000000,0.6000000000,104,113,100,113,104,110
45,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,12615.7534880000,11588.8553080000,0.4000000000,0.4000000000,0.4500000000,3.5000000000,0.5000000000,104,113,103,113,102,110
46,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,12892.1868060000,11588.8553080000,0.4000000000,0.5000000000,0.6000000000,3.0000000000,0.5000000000,104,113,102,113,103,112
47,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,13623.2664200000,11588.8553080000,0.3750000000,0.5000000000,0.4000000000,3.5000000000,0.5000000000,104,111,101,113,104,113
48,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4750000000,0.5500000000,0.4500000000,3.5000000000,0.5000000000,101,113,102,111,104,113
49,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4500000000,0.4500000000,0.4500000000,2.5000000000,0.5000000000,104,113,101,113,101,113
50,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4250000000,0.5000000000,0.5000000000,3.0000000000,0.7000000000,101,111,101,113,104,110
51,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,11588.8553080000,0.4750000000,0.5500000000,0.6000000000,2.5000000000,0.5000000000,104,111,102,112,103,113
52,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4500000000,0.6000000000,0.6500000000,3.5000000000,0.5000000000,104,111,100,111,102,111
53,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,12914.2871250000,11588.8553080000,0.4250000000,0.4500000000,0.5500000000,3.5000000000,0.6000000000,103,112,103,113,102,113
54,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4250000000,0.5500000000,0.4000000000,3.5000000000,0.7000000000,101,113,103,113,103,111
55,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4250000000,0.5500000000,0.4500000000,2.5000000000,0.8000000000,104,113,103,113,101,113
56,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4250000000,0.4500000000,0.6500000000,3.0000000000,0.6000000000,101,113,100,113,104,112
57,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,11588.8553080000,0.4750000000,0.5500000000,0.5000000000,3.5000000000,0.5000000000,104,113,101,113,104,110
